Category Name,Category URL,Service Name,Service URL,Offer Name,Offer URL,Offer Stars,Offer Raters,Offer Response Time,Offer Buyers,Pending,Price,Duration,Reviews,Available Additions,Additions Price,Owner Name,Owner URL,Owner Verified,Owner Level,Owner Stars,Owner Raters,Owner Completion Rate,Owner Services,Owner Customers,Owner Response Time
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمه ابحاث علميه كتب روايات من الانجليزيه للعربيه والعكس,https://khamsat.com/writing/english-arabic-translation/1055402-%D8%AA%D8%B1%D8%AC%D9%85%D9%87-%D8%A7%D8%A8%D8%AD%D8%A7%D8%AB-%D8%B9%D9%84%D9%85%D9%8A%D9%87-%D9%83%D8%AA%D8%A8-%D8%B1%D9%88%D8%A7%D9%8A%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D9%87-%D9%84%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D9%88%D8%A7%D9%84%D8%B9%D9%83%D8%B3,4.5,79,39 دقيقة,132,0,$5.00,أسبوع,25,5,195.0,.Kirollos S,https://khamsat.com/user/kirollos_sobhy,True,بائع مميز,4.5,118,96.99%,4,176,5 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة من الإنجليزية إلى العربية والعكس,https://khamsat.com/writing/english-arabic-translation/1451141-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D9%83%D8%B3,5.0,57,47 دقيقة,93,0,$5.00,يوم واحد,25,5,200.0,.Saria A,https://khamsat.com/user/%D8%B3%D8%A7%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%B4,True,بائع مميز,5.0,72,99.35%,3,107,ساعة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة مختلف الملفات من الانكليزية الى العربية,https://khamsat.com/writing/english-arabic-translation/1579532-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D8%AE%D8%AA%D9%84%D9%81-%D8%A7%D9%84%D9%85%D9%84%D9%81%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D9%86%D9%83%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,4.5,79,10 ساعات,120,0,$5.00,يومين,25,5,135.0,.Amjad A,https://khamsat.com/user/amjad_al_mawas,True,بائع مميز,4.5,97,98.24%,3,134,ساعتين
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة من الإنجليزية إلى العربية,https://khamsat.com/writing/english-arabic-translation/2812046-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,1,ساعة,2,0,$5.00,يوم واحد,1,5,75.0,.Mohammed H,https://khamsat.com/user/mohammedwm61,True,بائع مميز,5.0,28,97.41%,1,34,ساعة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة من اللغة العربية للانجليزية والعكس,https://khamsat.com/writing/english-arabic-translation/1383590-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%84%D9%84%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D9%83%D8%B3,5.0,12,9 ساعات,17,0,$5.00,يومين,12,5,150.0,جادالله إ.,https://khamsat.com/user/jad_94,True,بائع مميز,5.0,12,97.14%,2,17,4 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة دقيقة وشاملة للملفات التخصصية والعاجلة عربي إنجليزي,https://khamsat.com/writing/english-arabic-translation/1064658-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%AF%D9%82%D9%8A%D9%82%D8%A9-%D9%88%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%84%D9%84%D9%85%D9%84%D9%81%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D8%AC%D9%84%D8%A9-%D8%B9%D8%B1%D8%A8%D9%8A-%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A,5.0,69,39 دقيقة,89,0,$5.00,يوم واحد,25,5,145.0,.Ahmed M,https://khamsat.com/user/580ahmed-morsy,True,بائع مميز,5.0,180,99.23%,4,192,ساعة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة ملفات النصوص والصوت والفيديو من الانجليزية الى العربية,https://khamsat.com/writing/english-arabic-translation/662632-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%84%D9%81%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D8%B5%D9%88%D8%B5-%D9%88%D8%A7%D9%84%D8%B5%D9%88%D8%AA-%D9%88%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,124,39 دقيقة,180,0,$5.00,يومين,25,5,110.0,.Anmar F,https://khamsat.com/user/%D8%A7%D9%86%D9%85%D8%A7%D8%B1-%D9%81%D8%A7%D8%B6%D9%84,True,بائع مميز,5.0,130,93.99%,2,185,ساعة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة احترافية من انجليزي الي عربي والعكس بدقة وجودة عالية,https://khamsat.com/writing/english-arabic-translation/2986583-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A-%D8%A7%D9%84%D9%8A-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%A7%D9%84%D8%B9%D9%83%D8%B3-%D8%A8%D8%AF%D9%82%D8%A9-%D9%88%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9,5.0,2,17 دقيقة,3,0,$5.00,يوم واحد,2,2,10.0,هاشم ع.,https://khamsat.com/user/abo_maliks,True,بائع نشيط,5.0,4,86.67%,4,5,ساعتين
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة احترافية من الإنجليزية للعربية فقط في أسرع وقت,https://khamsat.com/writing/english-arabic-translation/7361-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%84%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%81%D9%82%D8%B7-%D9%81%D9%8A-%D8%A3%D8%B3%D8%B1%D8%B9-%D9%88%D9%82%D8%AA,5.0,173,6 دقائق,313,0,$5.00,يوم واحد,25,4,80.0,.Hisham A,https://khamsat.com/user/hishama,True,بائع موثوق,5.0,258,88.26%,8,409,3 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة احترافية من الإنجليزية إلى العربية,https://khamsat.com/writing/english-arabic-translation/2913927-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,3,11 دقيقة,4,0,$5.00,يوم واحد,3,4,55.0,نورهان ع.,https://khamsat.com/user/nermeen_adel213,True,بائع مميز,5.0,34,98.31%,8,51,ساعتين
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة من اللغة الإنجليزية إلى العربية أو العكس,https://khamsat.com/writing/english-arabic-translation/708928-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A3%D9%88-%D8%A7%D9%84%D8%B9%D9%83%D8%B3,5.0,77,58 دقيقة,97,0,$15.00,خمسة أيام,25,3,30.0,.Ahmed M,https://khamsat.com/user/580ahmed-morsy,True,بائع مميز,5.0,180,99.23%,4,192,ساعة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة أبحاث ومقالات من اللغة الإنكليزية إلى العربية,https://khamsat.com/writing/english-arabic-translation/1712227-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A3%D8%A8%D8%AD%D8%A7%D8%AB-%D9%88%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D9%83%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,10,5 ساعات,17,0,$5.00,أسبوع,10,5,170.0,.Mais H,https://khamsat.com/user/mais_hammod,False,بائع نشيط,5.0,14,95.92%,2,22,5 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة محتوى فيديوهات من اللغة العربية إلى الإنجليزية والعكس,https://khamsat.com/writing/english-arabic-translation/1000378-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D8%AD%D8%AA%D9%88%D9%89-%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D9%83%D8%B3,5.0,13,ساعة,16,0,$5.00,يوم واحد,13,2,70.0,محمد فاروق ب.,https://khamsat.com/user/%D9%85%D8%AD%D9%85%D8%AF-%D9%81%D8%A7%D8%B1%D9%88%D9%82-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A,True,بائع مميز,5.0,64,82.16%,3,83,6 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة فديوهات ومسلسلات من اللغة الانكليزية للعربية وبالعكس,https://khamsat.com/writing/english-arabic-translation/2529122-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%81%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D9%88%D9%85%D8%B3%D9%84%D8%B3%D9%84%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A7%D9%86%D9%83%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%84%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%A8%D8%A7%D9%84%D8%B9%D9%83%D8%B3,5.0,9,ساعتين,11,0,$5.00,يومين,9,3,65.0,.Saeed A,https://khamsat.com/user/saedskaf,True,بائع نشيط,5.0,12,94.12%,2,14,5 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة الكتب الهندسية والمراجع Text book من الإنجليزية والعربية,https://khamsat.com/writing/english-arabic-translation/614707-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D9%84%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%AC%D8%B9-text-book-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,43,ساعة,60,0,$5.00,ثلاثة أيام,25,5,365.0,أحمد أ.,https://khamsat.com/user/%D8%A3%D8%AD%D9%85%D8%AF-%D8%A3%D8%A8%D9%88%D8%A8%D9%83%D8%B1,True,بائع مميز,5.0,43,96.33%,1,60,37 دقيقة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,الترجمة من الانجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation/2532874-%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%84%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D9%83%D8%B3,5.0,1,ساعة,1,0,$5.00,يومين,1,2,20.0,عهد ا.,https://khamsat.com/user/um_maram222,True,بائع جديد,5.0,1,100.0%,3,1,ساعة
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,ترجمة مقالات من الإنجليزية إلى العربية,https://khamsat.com/writing/english-arabic-translation/1881157-%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,14,6 دقائق,17,0,$5.00,يومين,14,5,100.0,.Ali K,https://khamsat.com/user/alikhozama125,True,بائع مميز,5.0,50,96.03%,5,54,5 ساعات
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,كافة خدمات الترجمة الكتابية و الصوتية من الانجليزية الى العربية,https://khamsat.com/writing/english-arabic-translation/2722559-%D9%83%D8%A7%D9%81%D8%A9-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8%D9%8A%D8%A9-%D9%88-%D8%A7%D9%84%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,2,أقل من دقيقة,3,0,$10.00,يومين,2,4,180.0,فؤاد ب.,https://khamsat.com/user/fuad_zeen,True,بائع نشيط,5.0,16,97.56%,5,14,ساعتين
كتابة وترجمة,https://khamsat.com/writing,الإنجليزية للعربية والعكس,https://khamsat.com/writing/english-arabic-translation,الترجمة الاحترافية من وإلى الإنجليزية والعربية,https://khamsat.com/writing/english-arabic-translation/2671575-%D8%A7%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%85%D9%86-%D9%88%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,5.0,5,19 ساعة,7,1,$5.00,يومين,5,5,45.0,.Reem E,https://khamsat.com/user/reememad_25,True,بائع نشيط,5.0,5,84.62%,1,7,19 ساعة
